SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP23,E3,P05,08/20/2021,1099,123,74
SP09,E3,P11,08/20/2021,805,69,26
SP22,E2,P03,08/20/2021,2268,119,152
SP02,E2,P01,08/20/2021,1568,220,69
SP24,E6,P14,08/20/2021,49,4,4
SP08,E3,P07,08/20/2021,12558,133,503
SP25,E5,P06,08/20/2021,2856,199,179
SP15,E4,P01,08/20/2021,896,84,32
SP12,E4,P03,08/20/2021,2709,145,118
SP01,E5,P15,08/20/2021,1729,326,217
SP24,E4,P03,08/20/2021,5215,250,326
SP16,E6,P20,08/20/2021,1008,205,56
SP09,E2,P18,08/20/2021,10661,229,356
SP14,E1,P12,08/20/2021,6713,154,560
SP08,E3,P11,08/20/2021,5320,98,190
SP19,E2,P04,08/20/2021,3850,311,193
SP23,E5,P22,08/20/2021,616,103,27
SP17,E2,P12,08/20/2021,3318,139,237
SP08,E1,P12,08/20/2021,1876,72,134
SP25,E4,P10,08/20/2021,10724,206,511
SP20,E1,P07,08/20/2021,1757,239,61
SP07,E5,P04,08/20/2021,11060,139,692
SP19,E1,P11,08/20/2021,1645,272,64
SP22,E6,P07,08/23/2021,952,267,34
SP21,E1,P22,08/23/2021,2786,133,155
SP14,E6,P04,08/23/2021,8659,391,394
SP21,E6,P09,08/23/2021,9765,70,698
SP25,E5,P14,08/23/2021,6314,106,451
SP24,E4,P15,08/23/2021,4431,91,296
SP25,E5,P05,08/23/2021,1918,107,113
SP05,E6,P21,08/23/2021,6111,51,322
SP18,E6,P07,08/23/2021,329,378,13
SP09,E2,P05,08/23/2021,6146,169,473
SP25,E4,P20,08/23/2021,4529,13,324
SP21,E1,P21,08/23/2021,3241,23,232
SP13,E5,P04,08/24/2021,1120,22,63
SP03,E5,P05,08/24/2021,770,4,52
SP02,E4,P11,08/24/2021,8064,8,279
SP13,E1,P10,08/24/2021,3780,44,172
SP01,E5,P04,08/24/2021,1211,224,58
SP04,E1,P09,08/24/2021,2338,120,167
SP09,E5,P16,08/24/2021,1666,126,54
SP10,E4,P18,08/25/2021,1057,206,38
SP22,E1,P05,08/25/2021,11291,145,706
SP18,E1,P06,08/25/2021,5103,236,243
SP16,E2,P15,08/25/2021,2982,199,213
SP06,E2,P01,08/25/2021,1274,44,51
SP06,E6,P14,08/26/2021,2786,31,164
SP05,E4,P05,08/26/2021,7609,270,401
SP02,E5,P03,08/26/2021,5285,86,265
SP06,E4,P12,08/26/2021,196,150,18
SP08,E5,P15,08/26/2021,945,175,63
SP04,E3,P16,08/27/2021,8638,318,376
SP03,E1,P20,08/27/2021,12446,242,593
SP01,E2,P21,08/27/2021,140,80,7
SP08,E6,P21,08/27/2021,903,206,43
SP24,E6,P21,08/27/2021,7742,55,517
SP14,E5,P17,08/27/2021,525,18,21
SP20,E4,P14,08/27/2021,8428,50,937
SP21,E5,P13,08/27/2021,784,20,42
SP15,E3,P05,08/30/2021,4403,288,294
SP18,E2,P08,08/30/2021,1022,124,45
SP12,E6,P20,08/30/2021,10080,242,720
SP21,E1,P12,08/30/2021,9212,420,709
SP15,E5,P12,08/30/2021,7392,184,740
SP16,E3,P17,08/31/2021,6174,130,229
SP04,E3,P11,08/31/2021,2709,102,105
SP04,E5,P18,08/31/2021,9303,77,333
SP20,E4,P17,08/31/2021,2401,14,101
SP10,E6,P07,08/31/2021,126,8,6
SP16,E6,P13,08/31/2021,2695,50,118
SP08,E4,P20,08/31/2021,7882,358,493
SP20,E5,P01,08/31/2021,13370,265,432
SP20,E3,P11,08/31/2021,5215,245,174
SP18,E2,P02,08/31/2021,12978,239,1082
SP25,E2,P07,08/31/2021,15813,41,688
SP24,E1,P21,08/31/2021,749,560,45
SP15,E4,P22,08/31/2021,6020,304,241
SP09,E2,P11,08/31/2021,2135,210,67
SP07,E1,P04,08/31/2021,10927,221,608
SP17,E5,P04,08/31/2021,2275,56,120
SP17,E4,P05,08/31/2021,9443,12,450
SP04,E5,P02,08/31/2021,11326,243,944
SP21,E3,P10,08/31/2021,2100,352,105
SP25,E6,P04,09/01/2021,1127,236,54
SP05,E1,P07,09/01/2021,5026,127,219
SP23,E6,P07,09/01/2021,4991,80,185
SP01,E1,P14,09/01/2021,175,59,12
SP14,E4,P01,09/01/2021,9968,466,356
SP21,E4,P20,09/01/2021,4977,142,277
SP20,E1,P11,09/01/2021,3423,178,123
SP13,E2,P01,09/01/2021,7952,86,319
SP06,E4,P11,09/01/2021,5859,146,245
SP04,E1,P02,09/01/2021,3920,543,262
SP03,E4,P18,09/01/2021,4774,332,165
SP11,E6,P07,09/01/2021,4165,128,139
SP23,E6,P08,09/01/2021,7518,137,358
SP04,E1,P22,09/01/2021,4249,74,237
SP08,E4,P10,09/01/2021,2492,364,89
SP13,E6,P10,09/01/2021,4914,7,176
SP22,E4,P01,09/01/2021,6132,88,212
SP25,E6,P09,09/02/2021,910,213,114
SP21,E3,P04,09/02/2021,2212,302,101
SP15,E5,P16,09/02/2021,5796,137,207
SP21,E5,P05,09/02/2021,20181,414,1010
SP08,E5,P12,09/02/2021,6272,198,571
SP21,E4,P09,09/02/2021,3171,99,244
SP12,E6,P13,09/02/2021,567,230,27
SP05,E3,P15,09/02/2021,1701,398,171
SP02,E5,P20,09/03/2021,11704,129,836
SP10,E2,P05,09/03/2021,420,85,25
SP18,E6,P09,09/03/2021,840,115,60
SP05,E3,P14,09/03/2021,9940,311,663
SP05,E5,P06,09/03/2021,7392,189,528
SP16,E6,P12,09/03/2021,434,246,28
SP07,E2,P02,09/03/2021,2982,72,187
SP13,E4,P18,09/06/2021,357,139,11
SP09,E3,P16,09/06/2021,12999,134,500
SP03,E6,P05,09/06/2021,3920,110,280
SP01,E1,P03,09/06/2021,6741,100,338
SP22,E6,P22,09/06/2021,4529,353,175
SP10,E2,P02,09/06/2021,4340,80,543
SP01,E1,P10,09/07/2021,10262,5,467
SP12,E4,P15,09/07/2021,5845,108,488
SP20,E3,P22,09/07/2021,3577,30,144
SP16,E2,P21,09/07/2021,5789,54,414
SP14,E5,P08,09/08/2021,2912,285,133
SP06,E5,P18,09/08/2021,182,140,7
SP24,E6,P15,09/08/2021,5152,29,573
SP21,E1,P07,09/08/2021,10206,75,444
SP02,E3,P07,09/08/2021,4347,73,189
SP16,E1,P04,09/08/2021,4935,520,260
SP08,E5,P13,09/08/2021,1813,490,96
SP10,E3,P16,09/08/2021,2289,105,74
SP08,E2,P14,09/08/2021,3794,35,422
SP13,E2,P17,09/09/2021,5278,216,203
SP01,E4,P16,09/09/2021,2940,112,95
SP11,E1,P12,09/09/2021,8120,138,452
SP12,E1,P20,09/09/2021,5565,55,279
SP18,E5,P01,09/09/2021,1526,94,64
SP21,E4,P16,09/09/2021,9611,5,418
SP22,E6,P08,09/10/2021,7518,197,342
SP02,E6,P13,09/10/2021,13580,129,591
SP04,E2,P10,09/10/2021,3976,32,160
SP05,E4,P14,09/10/2021,11277,87,664
SP01,E5,P10,09/10/2021,5068,110,242
SP08,E1,P09,09/10/2021,8267,107,689
SP17,E1,P08,09/10/2021,8862,345,522
SP23,E3,P07,09/10/2021,15015,360,653
SP06,E1,P08,09/10/2021,4438,135,247
SP15,E5,P08,09/10/2021,9128,419,508
SP22,E3,P21,09/10/2021,2709,414,129
SP05,E6,P01,09/10/2021,15960,18,639
SP16,E1,P01,09/10/2021,5439,199,182
SP04,E5,P08,09/10/2021,1540,109,74
SP18,E5,P11,09/10/2021,14728,125,476
SP17,E1,P11,09/10/2021,4704,200,157
SP19,E3,P03,09/10/2021,1540,108,74
SP08,E4,P17,09/10/2021,11109,88,428
SP13,E4,P14,09/10/2021,1638,92,182
SP18,E4,P06,09/10/2021,2541,98,128
SP07,E3,P22,09/10/2021,231,184,12
SP12,E1,P22,09/10/2021,11249,70,490
SP01,E6,P05,09/10/2021,5306,120,332
SP06,E3,P13,09/10/2021,2079,164,123
SP10,E4,P13,09/10/2021,1148,113,61
SP22,E3,P12,09/13/2021,322,123,33
SP15,E6,P16,09/13/2021,1239,71,42
SP08,E1,P01,09/13/2021,16681,274,596
SP22,E4,P05,09/13/2021,98,212,6
SP04,E6,P11,09/13/2021,5649,134,202
SP08,E2,P21,09/13/2021,2870,278,180
SP07,E4,P03,09/13/2021,4151,184,219
SP09,E5,P17,09/13/2021,3962,64,159
SP24,E4,P16,09/13/2021,7119,41,238
SP03,E2,P16,09/13/2021,1393,42,52
SP10,E6,P22,09/13/2021,9506,98,414
SP13,E3,P08,09/13/2021,8897,172,495
SP11,E5,P21,09/13/2021,12019,111,752
SP16,E5,P10,09/13/2021,12439,160,622
SP05,E1,P22,09/13/2021,3612,372,191
SP24,E2,P08,09/13/2021,2646,367,111
SP09,E2,P21,09/13/2021,511,352,35
SP06,E4,P03,09/13/2021,4207,7,192
SP18,E3,P12,09/13/2021,10290,79,606
SP10,E4,P07,09/13/2021,6069,287,264
SP02,E2,P07,09/14/2021,12292,82,410
SP07,E4,P15,09/14/2021,3794,235,475
SP09,E6,P07,09/14/2021,16793,34,700
SP11,E6,P02,09/14/2021,5327,103,381
SP04,E6,P20,09/14/2021,1267,259,61
SP19,E4,P22,09/14/2021,3514,320,185
SP04,E2,P03,09/14/2021,10157,59,535
SP07,E2,P10,09/14/2021,9555,23,399
SP11,E2,P04,09/14/2021,8960,71,427
SP18,E1,P10,09/14/2021,581,98,21
SP19,E2,P12,09/15/2021,735,37,41
SP18,E3,P18,09/15/2021,7084,59,284
SP16,E6,P11,09/15/2021,4438,331,139
SP14,E4,P12,09/15/2021,9646,153,603
SP14,E2,P12,09/15/2021,3759,9,290
SP20,E1,P06,09/15/2021,721,265,38
SP05,E4,P09,09/15/2021,5887,2,655
SP22,E1,P21,09/15/2021,7924,41,496
SP17,E2,P08,09/15/2021,7343,161,306
SP20,E4,P15,09/15/2021,994,215,83
SP11,E1,P16,09/15/2021,1568,278,66
SP07,E5,P05,09/15/2021,959,160,57
SP18,E6,P15,09/15/2021,5355,207,670
SP04,E5,P12,09/15/2021,12915,160,1175
SP20,E1,P05,09/16/2021,5621,388,352
SP23,E2,P09,09/16/2021,5089,94,364
SP10,E4,P21,09/16/2021,13993,83,737
SP19,E4,P16,09/16/2021,4242,113,152
SP23,E3,P09,09/16/2021,2842,253,406
SP04,E5,P07,09/17/2021,8862,342,370
SP23,E2,P13,09/17/2021,19054,49,794
SP10,E3,P19,09/17/2021,5551,102,694
SP16,E6,P05,09/17/2021,1946,176,93
SP16,E6,P21,09/17/2021,966,32,44
SP13,E6,P01,09/17/2021,2730,56,119
SP02,E1,P07,09/17/2021,10010,257,358
SP03,E3,P04,09/17/2021,4529,126,302
SP12,E1,P19,09/17/2021,9891,105,660
SP18,E3,P17,09/17/2021,2275,115,99
SP21,E5,P17,09/20/2021,3241,178,116
SP02,E6,P19,09/20/2021,917,667,66
SP05,E4,P08,09/20/2021,3913,219,245
SP24,E6,P17,09/21/2021,1792,94,75
SP22,E5,P20,09/21/2021,5761,224,339
SP22,E5,P18,09/21/2021,5327,14,214
SP08,E1,P13,09/21/2021,1519,181,95
SP20,E2,P13,09/21/2021,11326,110,515
SP22,E6,P04,09/21/2021,7252,223,427
SP21,E5,P18,09/21/2021,12929,20,418
SP03,E3,P09,09/21/2021,2996,18,428
SP10,E1,P14,09/21/2021,1239,112,89
SP19,E4,P04,09/21/2021,9128,179,481
SP13,E4,P06,09/21/2021,4137,107,319
SP07,E5,P22,09/21/2021,6482,12,260
SP11,E1,P07,09/21/2021,1393,213,50
SP14,E4,P08,09/21/2021,11627,96,727
SP03,E5,P09,09/22/2021,3080,97,257
SP05,E2,P19,09/22/2021,12180,271,812
SP19,E6,P18,09/22/2021,462,11,16
SP19,E6,P02,09/22/2021,1498,128,107
SP01,E4,P20,09/23/2021,1589,65,89
SP22,E3,P22,09/23/2021,2184,84,95
SP10,E3,P13,09/23/2021,3073,3,129
SP17,E1,P07,09/23/2021,16513,93,551
SP07,E3,P13,09/23/2021,2051,16,90
SP19,E1,P19,09/23/2021,11109,305,1111
SP05,E5,P03,09/23/2021,574,360,25
SP01,E3,P11,09/24/2021,7532,131,314
SP10,E3,P12,09/24/2021,504,170,51
SP22,E2,P14,09/24/2021,12642,194,1054
SP11,E2,P07,09/24/2021,2569,80,92
SP12,E3,P11,09/24/2021,476,24,16
SP03,E5,P13,09/24/2021,9884,77,430
SP04,E5,P11,09/24/2021,3731,18,150
SP05,E5,P17,09/24/2021,6727,194,293
SP19,E2,P07,09/24/2021,1869,378,67
SP05,E6,P16,09/24/2021,3262,192,142
SP23,E2,P07,09/24/2021,8057,301,299
SP22,E5,P22,09/24/2021,91,78,5
SP19,E1,P10,09/24/2021,3122,208,131
SP19,E5,P04,09/24/2021,5033,97,360
SP15,E5,P19,09/24/2021,2184,199,182
SP18,E3,P04,09/24/2021,721,182,41
SP17,E5,P15,09/24/2021,5061,217,390
SP18,E4,P14,09/27/2021,12152,26,1105
SP19,E5,P12,09/27/2021,15526,47,1195
SP01,E1,P11,09/27/2021,14525,60,581
SP18,E1,P04,09/27/2021,2485,98,131
SP10,E6,P01,09/27/2021,7091,253,245
SP02,E2,P02,09/27/2021,6846,647,428
SP21,E2,P17,09/27/2021,1204,273,49
SP24,E6,P20,09/27/2021,1883,83,111
SP13,E5,P21,09/27/2021,2723,194,144
SP14,E6,P18,09/27/2021,7196,104,219
SP17,E6,P04,09/27/2021,1078,307,49
SP16,E3,P06,09/28/2021,4998,67,385
SP03,E1,P19,09/28/2021,8127,206,581
SP25,E1,P17,09/28/2021,6006,202,273
SP20,E5,P16,09/28/2021,13349,208,431
SP09,E5,P04,09/28/2021,994,42,50
SP11,E4,P04,09/28/2021,6160,163,363
SP11,E2,P10,09/28/2021,2569,210,108
SP16,E5,P12,09/28/2021,3206,473,321
SP14,E3,P19,09/29/2021,665,112,52
SP17,E1,P03,09/29/2021,427,16,26
SP03,E2,P10,09/29/2021,5166,83,216
SP23,E4,P15,09/29/2021,8603,93,574
SP21,E5,P16,09/29/2021,1904,205,71
SP10,E5,P03,09/29/2021,3766,252,210
SP25,E1,P14,09/29/2021,1337,17,134
SP24,E6,P05,09/29/2021,12775,347,913
SP18,E3,P02,09/29/2021,7812,40,601
SP14,E1,P03,09/29/2021,3976,199,249
SP15,E5,P11,09/29/2021,13083,337,437
SP13,E3,P17,09/29/2021,4487,18,187
SP21,E6,P21,09/29/2021,5313,96,253
SP06,E5,P17,09/29/2021,2163,195,91
SP20,E4,P01,09/29/2021,4830,29,173
SP06,E5,P07,09/29/2021,7959,59,295
SP06,E2,P09,09/29/2021,4067,14,452
SP13,E4,P09,09/29/2021,1120,21,80
SP10,E5,P12,09/29/2021,10829,30,722
SP19,E4,P09,09/29/2021,5068,183,724
SP03,E4,P20,09/29/2021,9156,88,436
SP16,E4,P16,09/30/2021,6944,227,240
SP07,E4,P14,09/30/2021,2870,152,169
SP19,E1,P20,09/30/2021,4403,145,210
SP18,E5,P06,09/30/2021,4312,100,240
SP14,E1,P11,10/01/2021,1050,49,33
SP25,E5,P04,10/01/2021,1890,84,119
SP16,E2,P19,10/01/2021,5348,170,764
SP05,E5,P10,10/01/2021,11214,140,534
SP23,E3,P10,10/01/2021,1113,196,49
SP07,E4,P07,10/01/2021,2268,196,88
SP17,E1,P12,10/01/2021,6419,141,378
SP15,E2,P12,10/01/2021,7539,162,419
SP07,E3,P08,10/01/2021,9520,87,414
SP04,E6,P12,10/01/2021,6209,262,518
SP07,E6,P03,10/01/2021,1652,271,92
SP21,E3,P17,10/01/2021,6657,179,278
SP13,E5,P22,10/01/2021,12460,127,656
SP03,E3,P13,10/01/2021,9548,365,455
SP13,E1,P16,10/01/2021,8176,204,356
SP21,E2,P05,10/01/2021,7903,260,465
SP04,E1,P08,10/01/2021,4473,396,224
SP25,E2,P16,10/01/2021,4536,337,175
SP06,E4,P15,10/04/2021,3962,21,397
SP21,E6,P19,10/04/2021,21588,74,1440
SP01,E4,P18,10/04/2021,16394,115,547
SP15,E1,P07,10/04/2021,3101,115,115
SP14,E1,P18,10/04/2021,4039,16,131
SP24,E4,P22,10/05/2021,2975,248,124
SP18,E4,P15,10/05/2021,5320,163,532
SP16,E1,P13,10/05/2021,287,190,16
SP17,E1,P17,10/05/2021,6902,37,277
SP25,E3,P16,10/05/2021,5726,438,230
SP14,E4,P15,10/05/2021,1512,80,168
SP23,E2,P18,10/05/2021,5845,114,183
SP01,E1,P18,10/05/2021,3038,8,98
SP06,E4,P22,10/05/2021,1085,197,44
SP18,E2,P14,10/05/2021,1029,306,86
SP15,E2,P10,10/05/2021,10038,14,457
SP04,E3,P13,10/05/2021,10843,65,493
SP18,E5,P21,10/06/2021,3101,526,141
SP25,E5,P22,10/06/2021,1162,265,56
SP06,E6,P11,10/06/2021,3885,168,126
SP24,E5,P11,10/06/2021,8960,85,299
SP02,E1,P20,10/06/2021,6902,46,406
SP15,E2,P15,10/06/2021,4830,215,440
SP15,E2,P07,10/06/2021,1792,36,75
SP12,E2,P02,10/06/2021,18165,50,1514
SP21,E6,P05,10/06/2021,5152,142,322
SP03,E6,P19,10/06/2021,812,314,74
SP09,E6,P09,10/07/2021,1918,154,137
SP23,E4,P08,10/07/2021,4879,82,287
SP20,E6,P13,10/07/2021,4788,264,252
SP13,E2,P11,10/07/2021,6860,280,229
SP15,E2,P05,10/07/2021,6461,238,404
SP21,E2,P08,10/07/2021,77,61,5
SP16,E3,P22,10/08/2021,1358,459,76
SP01,E4,P10,10/08/2021,9373,203,361
SP16,E5,P13,10/08/2021,2968,42,186
SP19,E2,P01,10/08/2021,6111,79,266
SP15,E3,P10,10/08/2021,13251,290,631
SP25,E4,P14,10/08/2021,8085,185,674
SP01,E6,P07,10/08/2021,15022,299,626
SP24,E3,P03,10/08/2021,3003,11,131
SP10,E5,P14,10/08/2021,7602,229,845
SP24,E3,P18,10/08/2021,4368,23,151
SP07,E2,P12,10/08/2021,3577,2,224
SP06,E2,P19,10/08/2021,2590,300,200
SP05,E1,P05,10/08/2021,931,43,72
SP08,E2,P01,10/08/2021,8750,207,283
SP09,E4,P13,10/08/2021,1960,170,104
SP05,E4,P22,10/08/2021,7252,189,363
SP01,E3,P04,10/08/2021,9933,69,552
SP21,E2,P22,10/11/2021,7434,267,413
SP02,E2,P03,10/11/2021,9275,451,442
SP05,E3,P11,10/11/2021,1274,246,51
SP02,E6,P12,10/11/2021,9737,298,650
SP13,E4,P15,10/11/2021,2569,153,257
SP25,E6,P06,10/11/2021,14959,299,713
SP01,E2,P22,10/11/2021,8939,38,389
SP17,E1,P10,10/11/2021,2688,179,108
SP13,E4,P20,10/11/2021,3675,178,217
SP13,E3,P07,10/11/2021,10738,256,430
SP06,E3,P22,10/11/2021,812,109,41
SP11,E5,P03,10/11/2021,10612,54,590
SP10,E5,P10,10/11/2021,3822,280,160
SP03,E2,P03,10/11/2021,1463,195,67
SP08,E3,P16,10/11/2021,3262,350,126
SP21,E2,P19,10/11/2021,217,55,17
SP06,E1,P16,10/11/2021,5600,50,187
SP06,E5,P10,10/11/2021,1120,121,56
SP19,E5,P01,10/11/2021,294,20,11
SP22,E5,P06,10/12/2021,5663,231,334
SP23,E5,P16,10/12/2021,10689,83,428
SP19,E1,P17,10/12/2021,70,197,3
SP20,E4,P10,10/12/2021,9093,45,379
SP14,E3,P10,10/12/2021,14238,193,594
SP07,E5,P07,10/12/2021,2408,103,84
SP16,E4,P07,10/12/2021,203,158,8
SP02,E6,P01,10/12/2021,2359,163,99
SP22,E3,P10,10/12/2021,6650,42,247
SP22,E4,P20,10/12/2021,5845,25,390
SP14,E2,P01,10/12/2021,3206,179,124
SP23,E3,P03,10/12/2021,2632,241,155
SP15,E3,P06,10/12/2021,6895,148,406
SP10,E5,P19,10/12/2021,140,419,20
SP18,E6,P17,10/13/2021,2107,143,82
SP01,E3,P20,10/13/2021,10136,47,676
SP15,E4,P02,10/13/2021,15722,73,1966
SP08,E3,P17,10/13/2021,1323,288,49
SP15,E2,P02,10/13/2021,4767,5,398
SP22,E1,P09,10/13/2021,20825,258,2314
SP25,E6,P12,10/13/2021,4627,300,331
SP12,E4,P18,10/14/2021,4095,2,158
SP19,E4,P12,10/14/2021,8365,98,761
SP08,E3,P22,10/14/2021,4193,123,210
SP05,E5,P18,10/14/2021,5754,335,206
SP01,E6,P19,10/14/2021,9093,211,827
SP12,E2,P16,10/14/2021,3675,342,154
SP03,E4,P08,10/15/2021,2555,74,135
SP22,E2,P19,10/15/2021,1071,205,134
SP21,E2,P16,10/15/2021,3612,191,145
SP14,E2,P15,10/15/2021,1540,229,97
SP01,E6,P11,10/15/2021,6790,235,262
SP23,E4,P07,10/18/2021,9863,165,353
SP20,E5,P20,10/18/2021,1106,160,74
SP01,E5,P17,10/18/2021,3129,299,105
SP14,E5,P13,10/18/2021,7077,136,373
SP05,E5,P02,10/18/2021,392,51,27
SP07,E1,P18,10/18/2021,7952,194,319
SP02,E6,P22,10/18/2021,10703,166,487
SP10,E1,P21,10/18/2021,9660,132,440
SP11,E1,P20,10/18/2021,3808,191,293
SP18,E2,P12,10/18/2021,4060,353,313
SP01,E4,P21,10/18/2021,12236,42,816
SP16,E6,P07,10/19/2021,959,16,44
SP14,E6,P02,10/19/2021,2114,100,193
SP04,E3,P17,10/19/2021,1743,9,61
SP19,E6,P09,10/19/2021,9044,214,823
SP12,E5,P19,10/19/2021,9506,137,951
SP24,E5,P13,10/19/2021,6608,79,276
SP22,E2,P04,10/19/2021,1799,19,90
SP18,E5,P12,10/19/2021,5425,18,453
SP01,E4,P09,10/19/2021,5292,170,441
SP10,E6,P14,10/19/2021,2352,155,168
SP24,E5,P18,10/19/2021,5236,496,202
SP17,E6,P16,10/19/2021,4354,50,146
SP17,E2,P06,10/19/2021,7133,51,376
SP23,E1,P19,10/19/2021,3066,253,256
SP22,E3,P11,10/19/2021,15932,292,498
SP02,E4,P03,10/19/2021,3836,244,214
SP06,E1,P04,10/19/2021,2149,49,127
SP06,E2,P18,10/19/2021,1043,23,42
SP09,E3,P17,10/19/2021,3087,188,119
SP07,E6,P05,10/19/2021,994,60,53
SP05,E5,P21,10/19/2021,7819,186,489
SP08,E2,P10,10/19/2021,5222,32,194
SP05,E4,P15,10/19/2021,11102,59,694
SP23,E1,P20,10/19/2021,574,40,29
SP14,E5,P06,10/19/2021,19824,45,1167
SP25,E3,P03,10/19/2021,343,27,17
SP02,E2,P19,10/20/2021,7637,231,1091
SP03,E6,P07,10/20/2021,3745,84,130
SP09,E5,P07,10/20/2021,8253,74,331
SP06,E3,P14,10/20/2021,266,303,19
SP15,E3,P14,10/20/2021,6153,214,684
SP11,E5,P02,10/20/2021,1253,24,90
SP15,E6,P11,10/20/2021,3752,284,122
SP10,E2,P08,10/21/2021,5145,170,286
SP10,E3,P08,10/21/2021,2156,72,90
SP19,E3,P09,10/21/2021,1288,348,108
SP16,E4,P19,10/21/2021,2233,162,224
SP19,E5,P20,10/21/2021,2156,292,154
SP20,E2,P20,10/21/2021,9870,241,581
SP13,E2,P12,10/21/2021,9016,17,564
SP06,E5,P21,10/21/2021,6482,257,342
SP10,E5,P09,10/21/2021,8295,405,1383
SP25,E1,P10,10/21/2021,4830,154,202
SP01,E4,P02,10/21/2021,4025,152,288
SP11,E3,P09,10/21/2021,1309,421,94
SP19,E1,P06,10/21/2021,4970,17,277
SP13,E4,P05,10/21/2021,4130,61,207
SP13,E1,P08,10/21/2021,4739,180,226
SP03,E1,P08,10/22/2021,13545,69,847
SP10,E3,P10,10/22/2021,6615,473,331
SP10,E3,P04,10/22/2021,10101,287,481
SP25,E2,P06,10/22/2021,539,44,34
SP03,E4,P06,10/22/2021,4795,227,343
SP16,E3,P12,10/22/2021,833,40,65
SP02,E2,P10,10/22/2021,2359,35,91
SP11,E1,P04,10/22/2021,1484,75,93
SP16,E4,P11,10/22/2021,14378,150,533
SP25,E2,P03,10/22/2021,11039,87,614
SP25,E5,P21,10/22/2021,1218,310,77
SP20,E1,P22,10/22/2021,5117,149,214
SP14,E6,P22,10/22/2021,469,359,25
SP05,E4,P06,10/22/2021,1806,8,113
SP17,E6,P11,10/22/2021,4739,90,149
SP03,E6,P12,10/25/2021,4053,131,271
SP19,E5,P16,10/25/2021,3353,245,112
SP06,E4,P14,10/25/2021,10080,179,1008
SP13,E5,P01,10/25/2021,3367,6,117
SP01,E5,P06,10/25/2021,4011,65,236
SP03,E3,P03,10/25/2021,22715,16,1420
SP03,E5,P03,10/25/2021,2583,193,152
SP16,E6,P08,10/25/2021,12537,243,738
SP04,E5,P20,10/25/2021,6587,170,330
SP19,E2,P19,10/25/2021,56,123,6
SP12,E5,P05,10/25/2021,5124,206,285
SP24,E2,P04,10/25/2021,4970,182,311
SP12,E4,P14,10/25/2021,952,401,74
SP07,E1,P16,10/25/2021,8365,60,349
SP21,E5,P09,10/25/2021,7217,219,722
SP13,E6,P15,10/25/2021,8022,389,502
SP22,E1,P04,10/25/2021,3360,3,198
SP07,E3,P05,10/26/2021,9975,65,768
SP19,E2,P20,10/26/2021,6174,184,441
SP05,E3,P05,10/26/2021,2485,234,125
SP06,E4,P16,10/26/2021,9604,49,343
SP25,E5,P12,10/26/2021,1274,209,116
SP07,E1,P14,10/26/2021,6916,350,692
SP18,E1,P05,10/26/2021,10682,8,629
SP02,E6,P21,10/26/2021,2023,240,145
SP20,E6,P20,10/26/2021,6034,224,355
SP13,E2,P15,10/26/2021,602,107,67
SP01,E2,P06,10/26/2021,3864,80,298
SP19,E1,P08,10/26/2021,8057,2,504
SP15,E6,P18,10/26/2021,14000,183,438
SP24,E4,P02,10/26/2021,7749,75,775
SP23,E6,P05,10/26/2021,280,378,19
SP07,E1,P20,10/26/2021,623,102,30
SP23,E1,P17,10/27/2021,6629,401,277
SP12,E5,P13,10/27/2021,8393,100,365
SP22,E2,P10,10/27/2021,9646,528,420
SP21,E1,P19,10/27/2021,8792,27,1256
SP03,E3,P12,10/27/2021,7623,96,693
SP25,E6,P11,10/27/2021,5600,176,187
SP12,E6,P19,10/27/2021,6076,59,868
SP18,E2,P04,10/27/2021,10269,32,514
SP14,E3,P04,10/27/2021,4144,177,189
SP21,E3,P06,10/27/2021,11795,86,562
SP22,E5,P11,10/27/2021,1519,76,57
SP21,E4,P06,10/27/2021,2121,388,152
SP20,E2,P08,10/27/2021,2758,30,173
SP12,E3,P08,10/28/2021,1519,231,90
SP21,E2,P15,10/28/2021,7427,10,676
SP20,E6,P07,10/28/2021,6650,22,247
SP10,E6,P09,10/28/2021,2520,351,194
SP13,E3,P19,10/28/2021,3010,171,232
SP17,E6,P20,10/28/2021,9289,204,517
SP15,E6,P13,10/28/2021,3556,232,149
SP11,E5,P17,10/28/2021,2639,23,91
SP20,E2,P04,10/28/2021,1764,204,89
SP13,E3,P22,10/28/2021,15190,66,691
SP17,E3,P08,10/28/2021,6209,79,389
SP03,E4,P07,10/28/2021,7028,131,282
SP10,E3,P20,10/29/2021,9268,46,618
SP02,E4,P22,10/29/2021,6293,157,243
SP07,E6,P09,10/29/2021,3031,265,337
SP23,E5,P11,10/29/2021,2583,127,100
SP14,E6,P21,10/29/2021,3850,8,214
SP24,E4,P09,10/29/2021,17780,68,1368
SP25,E3,P17,10/29/2021,6153,138,280
SP18,E3,P07,10/29/2021,3514,221,147
SP01,E2,P15,10/29/2021,1652,205,128
SP10,E4,P12,10/29/2021,6769,464,484
SP16,E6,P01,10/29/2021,4494,356,150
SP24,E5,P15,11/01/2021,3199,212,267
SP10,E5,P21,11/01/2021,11508,141,822
SP23,E4,P09,11/01/2021,5712,332,476
SP01,E1,P05,11/01/2021,14462,532,804
SP11,E4,P01,11/01/2021,8099,11,312
SP16,E3,P04,11/01/2021,700,76,34
SP17,E4,P02,11/01/2021,3066,97,384
SP05,E2,P06,11/01/2021,14406,267,901
